Country,gold_medals,silver_medals,bronze_medals,total_medals
Great Britain,56,51,39,146
United States of America,23,12,12,47
Sweden,8,6,11,25
France,5,5,9,19
Germany,3,5,5,13
Hungary,3,4,2,9
Canada,3,3,10,16
Norway,2,3,3,8
Italy,2,2,0,4
Belgium,1,5,2,8
Australasia,1,2,2,5
Russian Federation,1,2,0,3
Finland,1,1,3,5
South Africa,1,1,0,2
Greece,0,3,1,4
Denmark,0,2,3,5
Netherlands,0,0,2,2
Bohemia,0,0,2,2
Austria,0,0,1,1
