Country,gold_medals,silver_medals,bronze_medals,total_medals
Soviet Union,7,5,9,21
Germany,4,3,1,8
United States of America,3,4,3,10
Norway,3,3,0,6
Sweden,3,2,2,7
Finland,2,3,3,8
Canada,2,1,1,4
Switzerland,2,0,0,2
Austria,1,2,3,6
France,1,0,2,3
Netherlands,0,1,1,2
Poland,0,1,1,2
Czechoslovakia,0,1,0,1
Italy,0,0,1,1
